spans	sentence
8 10	River Jude Bottom was born at Madras on 23 August 1970 . His mother is Arlyn Phoenix
15 16	River Jude Bottom was born at Madras on 23 August 1970 . His mother is Arlyn Phoenix
0 2	Carolyn Gearhardt Bussenius was born at Los Angeles on 01 January 1899 . His mother is Eva T. Bussenius
6 7	Carolyn Gearhardt Bussenius was born at Los Angeles on 01 January 1899 . His mother is Eva T. Bussenius
9 11	Carolyn Gearhardt Bussenius was born at Los Angeles on 01 January 1899 . His mother is Eva T. Bussenius
16 18	Carolyn Gearhardt Bussenius was born at Los Angeles on 01 January 1899 . His mother is Eva T. Bussenius
0 2	Irene Cecile Kahn was born on 03 April 1922 . His mother is Grace Leboy
6 8	Irene Cecile Kahn was born on 03 April 1922 . His mother is Grace Leboy
13 14	Irene Cecile Kahn was born on 03 April 1922 . His mother is Grace Leboy
0 2	Irene Cecile Kahn was born on 01 January 1922 . His mother is Grace Leboy
6 8	Irene Cecile Kahn was born on 01 January 1922 . His mother is Grace Leboy
13 14	Irene Cecile Kahn was born on 01 January 1922 . His mother is Grace Leboy
0 2	Arthur Neville Chamberlain was born at Birmingham on 18 March 1869 . His mother is Florence Kenrick
6 6	Arthur Neville Chamberlain was born at Birmingham on 18 March 1869 . His mother is Florence Kenrick
8 10	Arthur Neville Chamberlain was born at Birmingham on 18 March 1869 . His mother is Florence Kenrick
15 16	Arthur Neville Chamberlain was born at Birmingham on 18 March 1869 . His mother is Florence Kenrick
0 7	Princess Benedikta Maria Antonia Mathilde Anna of Hohenzollern was born at Sigmaringen on 19 February 1921 . His mother is Princess Maria Teresa of Bourbon-Two Sicilies
11 11	Princess Benedikta Maria Antonia Mathilde Anna of Hohenzollern was born at Sigmaringen on 19 February 1921 . His mother is Princess Maria Teresa of Bourbon-Two Sicilies
13 15	Princess Benedikta Maria Antonia Mathilde Anna of Hohenzollern was born at Sigmaringen on 19 February 1921 . His mother is Princess Maria Teresa of Bourbon-Two Sicilies
20 25	Princess Benedikta Maria Antonia Mathilde Anna of Hohenzollern was born at Sigmaringen on 19 February 1921 . His mother is Princess Maria Teresa of Bourbon-Two Sicilies
0 2	Elisabeth Steenrod Thompson was born on 27 September 1900 . His mother is Geraldine Morgan Thompson
6 8	Elisabeth Steenrod Thompson was born on 27 September 1900 . His mother is Geraldine Morgan Thompson
13 15	Elisabeth Steenrod Thompson was born on 27 September 1900 . His mother is Geraldine Morgan Thompson
0 2	Vernita Lee Presley was born at Kosciusko on 02 May 1935 . His mother is Hattie Mae Winfrey
6 6	Vernita Lee Presley was born at Kosciusko on 02 May 1935 . His mother is Hattie Mae Winfrey
8 10	Vernita Lee Presley was born at Kosciusko on 02 May 1935 . His mother is Hattie Mae Winfrey
15 17	Vernita Lee Presley was born at Kosciusko on 02 May 1935 . His mother is Hattie Mae Winfrey
0 3	Jennifer Marina Josephine Joy-Morancho was born at Northern Rhodesia on 01 March 1961 . His mother is Montserrat Morancho Saumench
7 8	Jennifer Marina Josephine Joy-Morancho was born at Northern Rhodesia on 01 March 1961 . His mother is Montserrat Morancho Saumench
10 12	Jennifer Marina Josephine Joy-Morancho was born at Northern Rhodesia on 01 March 1961 . His mother is Montserrat Morancho Saumench
17 19	Jennifer Marina Josephine Joy-Morancho was born at Northern Rhodesia on 01 March 1961 . His mother is Montserrat Morancho Saumench
0 2	Dorothy de Sélincourt was born on 22 September 1890 . His mother is Mabel Speed
6 8	Dorothy de Sélincourt was born on 22 September 1890 . His mother is Mabel Speed
13 14	Dorothy de Sélincourt was born on 22 September 1890 . His mother is Mabel Speed
0 2	Jeremy Luke Hayward-Thomas was born at Boston on 24 May 1982 . His mother is Kathryn Hayward
6 6	Jeremy Luke Hayward-Thomas was born at Boston on 24 May 1982 . His mother is Kathryn Hayward
8 10	Jeremy Luke Hayward-Thomas was born at Boston on 24 May 1982 . His mother is Kathryn Hayward
15 16	Jeremy Luke Hayward-Thomas was born at Boston on 24 May 1982 . His mother is Kathryn Hayward
0 2	Neha Surendra Hiranandani was born on 13 February 1985 . His mother is Priti Surendra Hiranandani
6 8	Neha Surendra Hiranandani was born on 13 February 1985 . His mother is Priti Surendra Hiranandani
13 15	Neha Surendra Hiranandani was born on 13 February 1985 . His mother is Priti Surendra Hiranandani
0 1	Dawn Gruwell was born on 07 September 1928 . His mother is Hazel Dawn
5 7	Dawn Gruwell was born on 07 September 1928 . His mother is Hazel Dawn
12 13	Dawn Gruwell was born on 07 September 1928 . His mother is Hazel Dawn
0 2	Robert Gabriel Mugabe was born at Kutama on 21 February 1924 . His mother is Amai Bona Mugabe
6 6	Robert Gabriel Mugabe was born at Kutama on 21 February 1924 . His mother is Amai Bona Mugabe
8 10	Robert Gabriel Mugabe was born at Kutama on 21 February 1924 . His mother is Amai Bona Mugabe
15 17	Robert Gabriel Mugabe was born at Kutama on 21 February 1924 . His mother is Amai Bona Mugabe
0 2	Lilibet Diana Mountbatten-Windsor was born at Santa Barbara Cottage Hospital on 04 June 2021 . His mother is Meghan, Duchess of Sussex
6 9	Lilibet Diana Mountbatten-Windsor was born at Santa Barbara Cottage Hospital on 04 June 2021 . His mother is Meghan, Duchess of Sussex
11 13	Lilibet Diana Mountbatten-Windsor was born at Santa Barbara Cottage Hospital on 04 June 2021 . His mother is Meghan, Duchess of Sussex
18 21	Lilibet Diana Mountbatten-Windsor was born at Santa Barbara Cottage Hospital on 04 June 2021 . His mother is Meghan, Duchess of Sussex
0 2	Mary deLuce White was born on 01 January 1876 . His mother is Euphemia DeLuce
6 8	Mary deLuce White was born on 01 January 1876 . His mother is Euphemia DeLuce
13 14	Mary deLuce White was born on 01 January 1876 . His mother is Euphemia DeLuce
0 5	Cheche La Torre Pérez de Tagle was born at Manila . His mother is Sylvia La Torre
9 9	Cheche La Torre Pérez de Tagle was born at Manila . His mother is Sylvia La Torre
14 16	Cheche La Torre Pérez de Tagle was born at Manila . His mother is Sylvia La Torre
0 1	Dorothy Dormer was born on 01 January 1577 . His mother is Elizabeth Browne
5 7	Dorothy Dormer was born on 01 January 1577 . His mother is Elizabeth Browne
12 13	Dorothy Dormer was born on 01 January 1577 . His mother is Elizabeth Browne
0 2	Zachary Raymond Wolf was born at Decatur on 26 July 1958 . His mother is Joan H. Wolf
6 6	Zachary Raymond Wolf was born at Decatur on 26 July 1958 . His mother is Joan H. Wolf
8 10	Zachary Raymond Wolf was born at Decatur on 26 July 1958 . His mother is Joan H. Wolf
15 17	Zachary Raymond Wolf was born at Decatur on 26 July 1958 . His mother is Joan H. Wolf
0 1	Leslie Wolf was born at Decatur on 01 January 1963 . His mother is Joan H. Wolf
5 5	Leslie Wolf was born at Decatur on 01 January 1963 . His mother is Joan H. Wolf
7 9	Leslie Wolf was born at Decatur on 01 January 1963 . His mother is Joan H. Wolf
14 16	Leslie Wolf was born at Decatur on 01 January 1963 . His mother is Joan H. Wolf
0 1	Micheal McElroy was born at Aurora on 02 March 1952 . His mother is Elizabeth McElroy
5 5	Micheal McElroy was born at Aurora on 02 March 1952 . His mother is Elizabeth McElroy
7 9	Micheal McElroy was born at Aurora on 02 March 1952 . His mother is Elizabeth McElroy
14 15	Micheal McElroy was born at Aurora on 02 March 1952 . His mother is Elizabeth McElroy
0 1	Anne McElroy was born at Decatur on 04 July 1962 . His mother is Elizabeth McElroy
5 5	Anne McElroy was born at Decatur on 04 July 1962 . His mother is Elizabeth McElroy
7 9	Anne McElroy was born at Decatur on 04 July 1962 . His mother is Elizabeth McElroy
14 15	Anne McElroy was born at Decatur on 04 July 1962 . His mother is Elizabeth McElroy
0 4	Lady Flora Mary Isabella Fitzalan-Howard was born on 10 November 2018 . His mother is Cecilia Colacicchi
8 10	Lady Flora Mary Isabella Fitzalan-Howard was born on 10 November 2018 . His mother is Cecilia Colacicchi
15 16	Lady Flora Mary Isabella Fitzalan-Howard was born on 10 November 2018 . His mother is Cecilia Colacicchi
0 3	Lady Eliza Rachel Fitzalan-Howard was born on 12 May 2020 . His mother is Cecilia Colacicchi
7 9	Lady Eliza Rachel Fitzalan-Howard was born on 12 May 2020 . His mother is Cecilia Colacicchi
14 15	Lady Eliza Rachel Fitzalan-Howard was born on 12 May 2020 . His mother is Cecilia Colacicchi
0 2	Daniella Naomi Weiser was born on 01 January 1939 . His mother is Liesel Weiser
6 8	Daniella Naomi Weiser was born on 01 January 1939 . His mother is Liesel Weiser
13 14	Daniella Naomi Weiser was born on 01 January 1939 . His mother is Liesel Weiser
0 2	Dwayne Douglas Johnson was born at Hayward on 02 May 1972 . His mother is Ata Johnson
6 6	Dwayne Douglas Johnson was born at Hayward on 02 May 1972 . His mother is Ata Johnson
8 10	Dwayne Douglas Johnson was born at Hayward on 02 May 1972 . His mother is Ata Johnson
15 16	Dwayne Douglas Johnson was born at Hayward on 02 May 1972 . His mother is Ata Johnson
0 2	Story Annabelle Paul was born on 01 February 2018 . His mother is Lauren Parsekian
6 8	Story Annabelle Paul was born on 01 February 2018 . His mother is Lauren Parsekian
13 14	Story Annabelle Paul was born on 01 February 2018 . His mother is Lauren Parsekian
0 2	Lucy B. Kennedy was born on 01 January 1880 . His mother is Jennie E. Kennedy
6 8	Lucy B. Kennedy was born on 01 January 1880 . His mother is Jennie E. Kennedy
13 15	Lucy B. Kennedy was born on 01 January 1880 . His mother is Jennie E. Kennedy
0 2	Lucy B. Kennedy was born on 01 January 1889 . His mother is Jennie E. Kennedy
6 8	Lucy B. Kennedy was born on 01 January 1889 . His mother is Jennie E. Kennedy
13 15	Lucy B. Kennedy was born on 01 January 1889 . His mother is Jennie E. Kennedy
0 2	Lucy B. Kennedy was born on 01 January 1879 . His mother is Jennie E. Kennedy
6 8	Lucy B. Kennedy was born on 01 January 1879 . His mother is Jennie E. Kennedy
13 15	Lucy B. Kennedy was born on 01 January 1879 . His mother is Jennie E. Kennedy
0 2	Pauline Leroy French was born on 30 November 1886 . His mother is Pauline LeRoy
6 8	Pauline Leroy French was born on 30 November 1886 . His mother is Pauline LeRoy
13 14	Pauline Leroy French was born on 30 November 1886 . His mother is Pauline LeRoy
0 1	Chandra Shekhar was born on 28 March 1995 . His mother is Usha Devi
5 7	Chandra Shekhar was born on 28 March 1995 . His mother is Usha Devi
12 13	Chandra Shekhar was born on 28 March 1995 . His mother is Usha Devi
0 3	John Drew Sheard II was born at Detroit on 01 January 1989 . His mother is Karen Clark Sheard
7 7	John Drew Sheard II was born at Detroit on 01 January 1989 . His mother is Karen Clark Sheard
9 11	John Drew Sheard II was born at Detroit on 01 January 1989 . His mother is Karen Clark Sheard
16 18	John Drew Sheard II was born at Detroit on 01 January 1989 . His mother is Karen Clark Sheard
0 2	Cecil Lavel Glenn was born at Chicago on 30 July 1966 . His mother is Lucille Glenn
6 6	Cecil Lavel Glenn was born at Chicago on 30 July 1966 . His mother is Lucille Glenn
8 10	Cecil Lavel Glenn was born at Chicago on 30 July 1966 . His mother is Lucille Glenn
15 16	Cecil Lavel Glenn was born at Chicago on 30 July 1966 . His mother is Lucille Glenn
0 2	Luke Cunningham Wilson was born at Dallas on 21 September 1971 . His mother is Laura Wilson
6 6	Luke Cunningham Wilson was born at Dallas on 21 September 1971 . His mother is Laura Wilson
8 10	Luke Cunningham Wilson was born at Dallas on 21 September 1971 . His mother is Laura Wilson
15 16	Luke Cunningham Wilson was born at Dallas on 21 September 1971 . His mother is Laura Wilson
0 3	Nancy Helena Columbia Palmer was born at Chicago on 01 January 1893 . His mother is Esther Eneutseak
7 7	Nancy Helena Columbia Palmer was born at Chicago on 01 January 1893 . His mother is Esther Eneutseak
9 11	Nancy Helena Columbia Palmer was born at Chicago on 01 January 1893 . His mother is Esther Eneutseak
16 17	Nancy Helena Columbia Palmer was born at Chicago on 01 January 1893 . His mother is Esther Eneutseak
0 3	Nancy Helena Columbia Palmer was born at Chicago on 16 January 1893 . His mother is Esther Eneutseak
7 7	Nancy Helena Columbia Palmer was born at Chicago on 16 January 1893 . His mother is Esther Eneutseak
9 11	Nancy Helena Columbia Palmer was born at Chicago on 16 January 1893 . His mother is Esther Eneutseak
16 17	Nancy Helena Columbia Palmer was born at Chicago on 16 January 1893 . His mother is Esther Eneutseak
0 1	Cassandra Legaspi was born at California on 06 January 2001 . His mother is Carmina Villarroel
5 5	Cassandra Legaspi was born at California on 06 January 2001 . His mother is Carmina Villarroel
7 9	Cassandra Legaspi was born at California on 06 January 2001 . His mother is Carmina Villarroel
14 15	Cassandra Legaspi was born at California on 06 January 2001 . His mother is Carmina Villarroel
0 2	Kamala Devi Harris was born at Oakland Medical Center on 20 October 1964 . His mother is Shyamala Gopalan
6 8	Kamala Devi Harris was born at Oakland Medical Center on 20 October 1964 . His mother is Shyamala Gopalan
10 12	Kamala Devi Harris was born at Oakland Medical Center on 20 October 1964 . His mother is Shyamala Gopalan
17 18	Kamala Devi Harris was born at Oakland Medical Center on 20 October 1964 . His mother is Shyamala Gopalan
0 2	Kamala Devi Harris was born at Oakland on 20 October 1964 . His mother is Shyamala Gopalan
6 6	Kamala Devi Harris was born at Oakland on 20 October 1964 . His mother is Shyamala Gopalan
8 10	Kamala Devi Harris was born at Oakland on 20 October 1964 . His mother is Shyamala Gopalan
15 16	Kamala Devi Harris was born at Oakland on 20 October 1964 . His mother is Shyamala Gopalan
0 2	Christopher Taylor Buckley was born at New York City on 28 September 1952 . His mother is Patricia Buckley
6 8	Christopher Taylor Buckley was born at New York City on 28 September 1952 . His mother is Patricia Buckley
10 12	Christopher Taylor Buckley was born at New York City on 28 September 1952 . His mother is Patricia Buckley
17 18	Christopher Taylor Buckley was born at New York City on 28 September 1952 . His mother is Patricia Buckley
0 2	Christopher Taylor Buckley was born at New York City on 24 December 1952 . His mother is Patricia Buckley
6 8	Christopher Taylor Buckley was born at New York City on 24 December 1952 . His mother is Patricia Buckley
10 12	Christopher Taylor Buckley was born at New York City on 24 December 1952 . His mother is Patricia Buckley
17 18	Christopher Taylor Buckley was born at New York City on 24 December 1952 . His mother is Patricia Buckley
0 2	Christopher Taylor Buckley was born at Stamford on 28 September 1952 . His mother is Patricia Buckley
6 6	Christopher Taylor Buckley was born at Stamford on 28 September 1952 . His mother is Patricia Buckley
8 10	Christopher Taylor Buckley was born at Stamford on 28 September 1952 . His mother is Patricia Buckley
